# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RP5-845O24.3	ENSG00000231103	ENST00000438176	unprocessed_pseudogene	0	0	0	36	0	0	0	0	0	0	0	6	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12
RP5-845O24.8	ENSG00000228338	ENST00000438401	lincRNA	0	0	0	23	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
RP5-849H19.2	ENSG00000213703	ENST00000258651	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RP5-850O15.3	ENSG00000225767	ENST00000424664	antisense	0	0	0	35	0	0	0	0	0	0	0	10	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
RP5-850O15.4	ENSG00000271782	ENST00000607815	lincRNA	0	0	0	14	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RP5-855F14.1	ENSG00000231768	ENST00000421207	lincRNA	0	0	0	47	0	0	0	0	0	0	0	24	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
RP5-855F14.1	ENSG00000231768	ENST00000435574	lincRNA	0	0	0	56	0	0	0	0	0	0	0	24	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	18
RP5-855F14.2	ENSG00000230404	ENST00000429507	lincRNA	0	0	0	72	0	0	0	0	0	0	0	17	0	0	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18
RP5-857K21.2	ENSG00000235146	ENST00000423796	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-857K21.2	ENSG00000235146	ENST00000450696	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-857K21.3	ENSG00000239664	ENST00000357876	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP5-857K21.3	ENSG00000239664	ENST00000440196	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP5-857K21.4	ENSG00000230021	ENST00000440200	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-858B6.1	ENSG00000225656	ENST00000436739	lincRNA	0	0	0	55	0	0	0	0	0	0	0	25	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
RP5-858B6.3	ENSG00000223393	ENST00000439341	antisense	0	0	0	64	0	0	0	0	0	0	0	28	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18
RP5-862P8.3	ENSG00000251508	ENST00000506013	unprocessed_pseudogene	0	0	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
RP5-864K19.4	ENSG00000228436	ENST00000433671	antisense	0	0	0	240	0	0	0	0	0	0	0	22	0	0	210	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
RP5-864K19.4	ENSG00000228436	ENST00000443161	antisense	0	1	0	48	0	0	0	0	0	0	0	22	0	0	15	0	1	0	0	0	0	0	1	0	0	0	0	0	0	11
RP5-864K19.4	ENSG00000228436	ENST00000456813	antisense	0	0	0	76	0	0	0	0	0	0	0	22	0	0	45	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7
RP5-865N13.1	ENSG00000236372	ENST00000441459	lincRNA	0	0	0	85	0	0	0	0	0	0	0	26	0	0	13	0	17	0	0	0	0	0	0	0	0	0	0	0	0	29
RP5-865N13.2	ENSG00000235152	ENST00000428673	lincRNA	0	0	0	200	0	0	0	0	0	0	0	36	0	0	143	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17
RP5-866L20.1	ENSG00000235741	ENST00000433377	lincRNA	0	0	0	43	0	0	0	0	0	0	0	13	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26
RP5-866L20.2	ENSG00000237173	ENST00000444140	processed_pseudogene	0	0	0	27	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
RP5-871G17.5	ENSG00000232780	ENST00000449411	processed_pseudogene	0	0	0	40	0	0	0	0	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
RP5-875O13.6	ENSG00000225710	ENST00000438396	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-879K22.1	ENSG00000270936	ENST00000605288	processed_pseudogene	0	0	0	34	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
RP5-882O7.1	ENSG00000226499	ENST00000447970	processed_pseudogene	0	0	0	38	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
RP5-882O7.4	ENSG00000232369	ENST00000411837	processed_pseudogene	0	0	0	63	0	0	0	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31
RP5-884C9.2	ENSG00000224592	ENST00000428151	lincRNA	0	0	0	194	0	0	0	0	0	0	0	7	0	0	181	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
RP5-884C9.2	ENSG00000224592	ENST00000432922	lincRNA	0	0	0	174	0	0	0	0	0	0	0	5	0	0	162	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
RP5-884C9.3	ENSG00000223589	ENST00000424719	processed_pseudogene	0	0	0	31	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
RP5-884G6.2	ENSG00000228084	ENST00000454219	antisense	0	0	0	34	0	0	0	0	0	0	0	18	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10
RP5-886K2.1	ENSG00000203589	ENST00000366398	processed_pseudogene	0	0	0	35	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15
RP5-886K2.3	ENSG00000236810	ENST00000427796	antisense	0	0	0	53	0	0	0	0	0	0	0	17	0	0	24	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10
RP5-886K2.3	ENSG00000236810	ENST00000447961	antisense	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
RP5-887A10.1	ENSG00000234184	ENST00000418041	lincRNA	0	0	0	410	0	0	0	0	0	0	0	12	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
RP5-887A10.1	ENSG00000234184	ENST00000443104	lincRNA	0	0	0	410	0	0	0	0	0	0	0	12	0	0	377	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20
RP5-887A10.1	ENSG00000234184	ENST00000443565	lincRNA	0	0	0	40	0	0	0	0	0	0	0	12	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18
RP5-888M10.2	ENSG00000229484	ENST00000416696	lincRNA	0	0	0	42	0	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
RP5-890O3.3	ENSG00000223663	ENST00000435351	processed_pseudogene	0	0	0	52	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	27
RP5-890O3.9	ENSG00000240731	ENST00000444968	sense_intronic	0	0	0	34	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	23
RP5-891H21.1	ENSG00000227994	ENST00000442754	processed_pseudogene	0	0	0	29	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14
RP5-891H21.5	ENSG00000271329	ENST00000603887	processed_pseudogene	0	0	0	23	0	0	0	0	0	0	0	11	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7
RP5-892F13.2	ENSG00000270330	ENST00000603760	processed_pseudogene	0	0	0	30	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
RP5-892K4.1	ENSG00000271806	ENST00000606533	antisense	0	0	0	56	0	0	0	0	0	0	0	17	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	21
RP5-893G23.1	ENSG00000233372	ENST00000441046	lincRNA	0	0	0	26	0	0	0	0	0	0	0	15	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
RP5-896L10.1	ENSG00000232825	ENST00000425113	antisense	0	0	0	643	0	0	0	0	0	0	0	26	0	0	591	0	12	0	0	0	0	0	0	0	0	0	0	0	0	14
RP5-898J17.1	ENSG00000231987	ENST00000435311	lincRNA	0	0	0	467	0	0	0	0	0	0	0	21	0	0	424	0	5	0	0	0	0	0	0	0	0	0	0	0	0	17
RP5-902P8.10	ENSG00000230415	ENST00000434139	lincRNA	0	0	0	82	0	0	0	0	0	0	0	28	0	0	33	0	3	0	0	0	0	0	0	0	0	0	0	0	0	18
RP5-902P8.10	ENSG00000230415	ENST00000453732	lincRNA	0	0	0	73	0	0	0	0	0	0	0	31	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18
RP5-902P8.12	ENSG00000260179	ENST00000565563	lincRNA	0	0	0	53	0	0	0	0	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	22
RP5-908D6.1	ENSG00000233235	ENST00000428912	unprocessed_pseudogene	0	0	0	81	0	0	0	0	0	0	0	13	0	0	50	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16
RP5-915N17.3	ENSG00000230841	ENST00000450202	processed_pseudogene	0	0	0	28	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
RP5-925F19.1	ENSG00000223847	ENST00000451797	processed_pseudogene	0	0	0	53	0	0	0	0	0	0	0	22	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	28
RP5-926E3.1	ENSG00000237478	ENST00000428836	processed_pseudogene	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
RP5-930J4.2	ENSG00000233069	ENST00000436642	antisense	0	0	0	43	0	0	0	0	0	0	0	17	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18
RP5-930J4.4	ENSG00000203394	ENST00000413451	antisense	0	0	0	27	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
RP5-930J4.5	ENSG00000235432	ENST00000440621	unprocessed_pseudogene	1	0	0	68	0	0	0	0	0	0	0	23	0	0	4	0	2	0	0	0	1	0	0	0	0	0	0	0	0	40
RP5-934G17.6	ENSG00000224904	ENST00000438808	processed_pseudogene	0	0	0	65	0	0	0	0	0	0	0	20	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	28
RP5-936J12.1	ENSG00000230864	ENST00000414418	lincRNA	0	0	0	383	0	0	0	0	0	0	0	10	0	0	346	0	3	0	0	0	0	0	0	0	0	0	0	0	0	24
RP5-940F7.2	ENSG00000237845	ENST00000438371	lincRNA	0	0	0	55	0	0	0	0	0	0	0	25	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	24
RP5-943J3.1	ENSG00000231613	ENST00000432395	sense_intronic	0	0	0	33	0	0	0	0	0	0	0	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
RP5-943J3.2	ENSG00000272931	ENST00000609194	lincRNA	0	0	0	24	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
RP5-947P14.1	ENSG00000237480	ENST00000429608	lincRNA	0	0	0	100	0	0	0	0	0	0	0	33	0	0	24	0	4	0	0	0	0	0	0	0	0	0	0	0	0	39
RP5-947P14.1	ENSG00000237480	ENST00000437803	lincRNA	0	3	0	109	0	0	0	0	0	0	0	33	0	0	69	0	4	0	0	0	0	0	3	0	0	0	0	0	0	6
RP5-947P14.2	ENSG00000230932	ENST00000415580	processed_pseudogene	0	0	0	81	0	0	0	0	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	39
RP5-952N6.1	ENSG00000229051	ENST00000419450	lincRNA	0	1	0	252	0	0	0	0	0	0	0	9	0	0	219	0	11	0	0	0	0	0	1	0	0	0	0	0	0	14
RP5-956O18.2	ENSG00000227006	ENST00000440729	antisense	1	2	0	75	0	0	0	0	0	0	0	20	0	0	35	0	2	0	0	0	1	0	2	0	0	0	0	0	0	21
RP5-956O18.3	ENSG00000224407	ENST00000414640	antisense	0	0	0	100	0	0	0	0	0	0	0	33	0	0	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	42
RP5-964H19.2	ENSG00000226483	ENST00000428364	processed_pseudogene	0	0	0	37	0	0	0	0	0	0	0	21	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13
RP5-965F6.2	ENSG00000231246	ENST00000427290	lincRNA	0	0	0	728	0	0	0	0	0	0	0	22	0	0	697	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7
RP5-968D22.1	ENSG00000228697	ENST00000422548	lincRNA	0	0	0	38	0	0	0	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
RP5-968D22.1	ENSG00000228697	ENST00000441851	lincRNA	0	0	0	90	0	0	0	0	0	0	0	12	0	0	62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
RP5-968D22.3	ENSG00000237658	ENST00000422253	lincRNA	0	0	0	193	0	0	0	0	0	0	0	12	0	0	162	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
RP5-968P14.2	ENSG00000260063	ENST00000569378	antisense	0	0	0	18	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
RP5-973M2.2	ENSG00000273129	ENST00000608917	lincRNA	0	0	0	44	0	0	0	0	0	0	0	32	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10
RP5-979D14.1	ENSG00000229010	ENST00000450968	processed_pseudogene	0	0	0	30	0	0	0	0	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11
RP5-994D16.3	ENSG00000234917	ENST00000414339	lincRNA	0	0	0	28	0	0	0	0	0	0	0	8	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
RP5-994D16.9	ENSG00000228452	ENST00000447572	antisense	0	0	0	23	0	0	0	0	0	0	0	10	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10
RP5-997D16.2	ENSG00000230163	ENST00000429293	antisense	0	0	0	31	0	0	0	0	0	0	0	11	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17
RP5-997D24.3	ENSG00000225632	ENST00000426901	antisense	0	0	0	35	0	0	0	0	0	0	0	15	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
RP5-998N21.3	ENSG00000237503	ENST00000454459	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP6-102O10.1	ENSG00000227935	ENST00000422038	lincRNA	0	0	0	74	0	0	0	0	0	0	0	37	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	30
RP6-206I17.1	ENSG00000223804	ENST00000418192	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP6-206I17.1	ENSG00000223804	ENST00000429388	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP6-206I17.1	ENSG00000223804	ENST00000440862	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP6-206I17.1	ENSG00000223804	ENST00000445753	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP6-74O6.6	ENSG00000272824	ENST00000609678	lincRNA	0	1	0	21	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4
RPA2	ENSG00000117748	ENST00000313433	protein_coding	1	1	1	135	1	0	1	0	0	0	0	24	1	0	82	1	0	0	0	0	0	0	1	0	0	0	0	0	0	27
RPA2	ENSG00000117748	ENST00000373909	protein_coding	0	0	1	137	2	0	0	0	0	0	0	23	0	0	84	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28
RPA2	ENSG00000117748	ENST00000373912	protein_coding	0	0	2	139	4	0	1	0	0	0	0	23	0	0	83	1	0	0	0	1	0	0	0	0	0	0	0	0	0	28
RPA2	ENSG00000117748	ENST00000419958	protein_coding	0	0	0	64	1	0	0	0	0	0	0	23	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
RPA2	ENSG00000117748	ENST00000444045	protein_coding	0	0	1	112	0	0	1	0	0	0	0	14	0	0	70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27
RPAP2	ENSG00000122484	ENST00000477322	retained_intron	0	0	0	149	0	0	0	0	0	0	0	12	0	0	125	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
RPAP2	ENSG00000122484	ENST00000484158	processed_transcript	0	0	0	81	0	0	0	0	0	0	0	12	0	0	58	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9
RPAP2	ENSG00000122484	ENST00000610020	protein_coding	0	1	1	264	39	0	0	0	0	0	0	12	0	0	204	1	0	0	0	0	0	0	0	0	0	0	0	0	1	9
RPE65	ENSG00000116745	ENST00000262340	protein_coding	0	1	5	113	6	0	0	0	0	0	0	16	0	0	69	5	0	0	0	0	0	0	0	0	0	0	0	0	1	22
RPEP3	ENSG00000230833	ENST00000425462	processed_pseudogene	0	0	0	21	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
RPF1	ENSG00000117133	ENST00000370654	protein_coding	0	0	4	137	0	0	0	0	0	0	0	16	0	0	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	31
RPF1	ENSG00000117133	ENST00000370656	protein_coding	0	0	1	80	2	0	0	0	0	0	0	28	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31
RPL11	ENSG00000142676	ENST00000374550	protein_coding	0	1	0	38	0	0	0	0	0	0	0	16	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
RPL11	ENSG00000142676	ENST00000443624	protein_coding	0	1	0	34	1	0	0	0	0	0	0	15	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12
RPL11	ENSG00000142676	ENST00000458455	protein_coding	0	1	0	37	1	0	0	0	0	0	0	16	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12
RPL11	ENSG00000142676	ENST00000467075	processed_transcript	0	0	0	29	0	0	0	0	0	0	0	16	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
RPL11	ENSG00000142676	ENST00000482370	processed_transcript	0	0	0	39	0	0	0	0	0	0	0	16	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10
RPL21P23	ENSG00000236776	ENST00000446654	processed_pseudogene	0	0	0	39	0	0	0	0	0	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18
RPL21P24	ENSG00000229554	ENST00000413752	processed_pseudogene	0	0	0	49	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24
RPL21P28	ENSG00000220749	ENST00000327274	processed_pseudogene	0	0	0	57	0	0	0	0	0	0	0	27	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	27
RPL21P28	ENSG00000220749	ENST00000401418	processed_pseudogene	0	0	0	56	0	0	0	0	0	0	0	26	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	27
RPL22	ENSG00000116251	ENST00000234875	protein_coding	0	0	0	57	1	0	0	0	0	0	0	11	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RPL22	ENSG00000116251	ENST00000462296	protein_coding	0	0	0	54	0	0	1	0	0	0	0	16	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
RPL22	ENSG00000116251	ENST00000465335	protein_coding	0	0	0	72	0	0	2	0	0	0	0	16	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
RPL22	ENSG00000116251	ENST00000465387	protein_coding	0	0	0	54	0	0	0	0	0	0	0	9	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RPL22	ENSG00000116251	ENST00000471204	protein_coding	0	0	0	85	0	0	0	0	0	0	0	9	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
RPL22	ENSG00000116251	ENST00000480661	retained_intron	0	0	0	54	0	0	0	0	0	0	0	9	0	0	26	0	11	0	0	0	0	0	0	0	0	0	0	0	0	8
RPL22	ENSG00000116251	ENST00000484532	protein_coding	0	0	0	67	0	0	0	0	0	0	0	17	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
RPL22	ENSG00000116251	ENST00000497965	protein_coding	0	0	0	57	0	0	1	0	0	0	0	9	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
RPL23AP22	ENSG00000237213	ENST00000437556	processed_pseudogene	0	0	0	53	0	0	0	0	0	0	0	26	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	24
RPL23AP23	ENSG00000236863	ENST00000452590	processed_pseudogene	0	0	0	47	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	22
RPL26P9	ENSG00000226128	ENST00000457466	processed_pseudogene	0	0	0	38	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26
RPL29P7	ENSG00000213063	ENST00000440227	processed_pseudogene	0	0	0	57	0	0	0	0	0	0	0	29	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26
RPL30P1	ENSG00000225713	ENST00000488676	processed_pseudogene	0	0	0	26	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
RPL30P1	ENSG00000225713	ENST00000598110	processed_pseudogene	0	0	0	26	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
RPL31P11	ENSG00000213075	ENST00000426558	processed_transcript	0	0	0	38	0	0	0	0	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	17
RPL31P11	ENSG00000213075	ENST00000454082	transcribed_processed_pseudogene	0	0	0	37	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
RPL31P12	ENSG00000227207	ENST00000422587	processed_pseudogene	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
RPL31P13	ENSG00000228646	ENST00000484151	processed_pseudogene	0	0	0	37	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	22
RPL34P1	ENSG00000237049	ENST00000450455	processed_pseudogene	0	0	0	15	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RPL34P6	ENSG00000231333	ENST00000432390	processed_pseudogene	0	0	0	42	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
RPL35P1	ENSG00000237991	ENST00000450819	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
RPL35P1	ENSG00000237991	ENST00000593917	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
RPL36AP10	ENSG00000237959	ENST00000421785	processed_pseudogene	0	0	0	42	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20
RPL39P6	ENSG00000238173	ENST00000448289	processed_pseudogene	0	0	0	25	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
RPL4P2	ENSG00000232341	ENST00000447259	processed_pseudogene	0	0	0	52	0	0	0	0	0	0	0	29	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	14
RPL4P3	ENSG00000230364	ENST00000428881	processed_pseudogene	0	0	0	94	0	0	0	0	0	0	0	38	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	45
RPL5	ENSG00000122406	ENST00000315741	protein_coding	0	1	0	32	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18
RPL5	ENSG00000122406	ENST00000370321	protein_coding	0	1	0	44	0	0	0	0	0	0	0	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18
RPL5	ENSG00000122406	ENST00000461952	retained_intron	0	0	0	28	0	0	0	0	0	0	0	9	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15
RPL5	ENSG00000122406	ENST00000470843	nonsense_mediated_decay	0	1	0	30	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18
RPL5	ENSG00000122406	ENST00000497519	retained_intron	0	0	0	31	0	0	0	0	0	0	0	13	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RPL5P4	ENSG00000229994	ENST00000434805	processed_pseudogene	0	0	0	22	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
RPL5P5	ENSG00000213051	ENST00000392009	processed_pseudogene	0	0	0	33	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17
RPL5P6	ENSG00000232393	ENST00000425640	processed_pseudogene	0	0	0	20	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
RPL6P2	ENSG00000227056	ENST00000425480	processed_pseudogene	0	0	0	45	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	25
RPL7P10	ENSG00000229752	ENST00000417407	processed_pseudogene	0	0	0	35	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
